Page,Column,transcription,Points,quoc_ngu_groundtruth,Chữ Quốc Ngữ,transcription_list,quoc_ngu_groundtruth_list
91,1,令育無名之指,"[(309, 66), (348, 325)]",kim hữu vô danh chi chỉ,Kim Hữu Vô Danh Chi Chỉ,"['令', '育', '無', '名', '之', '指']","['kim', 'hữu', 'vô', 'danh', 'chi', 'chỉ']"
91,2,屈而不信,"[(262, 67), (300, 239)]",khuất nhi bất tín,Khuất Nhi Bất Tín,"['屈', '而', '不', '信']","['khuất', 'nhi', 'bất', 'tín']"
91,3,排疾漏害事也,"[(219, 66), (257, 324)]",phi tật thống hại sự dã,Phi Tật Thống Hại Sự Dã,"['排', '疾', '漏', '害', '事', '也']","['phi', 'tật', 'thống', 'hại', 'sự', 'dã']"
91,4,如育能仲之者,"[(175, 66), (213, 327)]",như hữu năng thân chi giả,Như Hữu Năng Thân Chi Giả,"['如', '育', '能', '仲', '之', '者']","['như', 'hữu', 'năng', 'thân', 'chi', 'giả']"
91,5,則不遠秦楚之路,"[(131, 69), (170, 370)]",tắc bất viễn tần sở chi lộ,Tắc Bất Viễn Tần Sở Chi Lộ,"['則', '不', '遠', '秦', '楚', '之', '路']","['tắc', 'bất', 'viễn', 'tần', 'sở', 'chi', 'lộ']"
91,6,爲指之不苦人也,"[(86, 66), (123, 369)]",vi chỉ chi bất nhược nhân dã,Vi Chỉ Chi Bất Nhược Nhân Dã,"['爲', '指', '之', '不', '苦', '人', '也']","['vi', 'chỉ', 'chi', 'bất', 'nhược', 'nhân', 'dã']"
91,7,指不若之則知惡之,"[(45, 65), (79, 455)]",chỉ bất nhược nhân tắc tri ố chi,Chỉ Bất Nhược Nhân Tắc Tri Ố Chi,"['指', '不', '若', '之', '則', '知', '惡', '之']","['chỉ', 'bất', 'nhược', 'nhân', 'tắc', 'tri', 'ố', 'chi']"
93,0,心不苦人則不知惡,"[(350, 62), (392, 455)]",tâm bất nhược nhân tắc bất như ố,Tâm Bất Nhược Nhân Tắc Bất Như Ố,"['心', '不', '苦', '人', '則', '不', '知', '惡']","['tâm', 'bất', 'nhược', 'nhân', 'tắc', 'bất', 'như', 'ố']"
93,1,此之調不知類也,"[(307, 60), (350, 368)]",thử chi vị bất tri loại dã,Thử Chi Vị Bất Tri Loại Dã,"['此', '之', '調', '不', '知', '類', '也']","['thử', 'chi', 'vị', 'bất', 'tri', 'loại', 'dã']"
93,2,孟子曰,"[(264, 60), (305, 187)]",mạnh tử viết,13 Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
93,3,拱把之同梓,"[(218, 60), (259, 274)]",cũng bả chi đồng tử,Cũng Bả Chi Đồng Tử,"['拱', '把', '之', '同', '梓']","['cũng', 'bả', 'chi', 'đồng', 'tử']"
93,4,人苟欲生之,"[(178, 64), (212, 269)]",nhân cẩu dục sinh chi,Nhân Cẩu Dục Sinh Chi,"['人', '苟', '欲', '生', '之']","['nhân', 'cẩu', 'dục', 'sinh', 'chi']"
93,5,㗂知所以養之者,"[(132, 62), (167, 361)]",giai tri sở dĩ dưỡng chi giả,Giai Tri Sở Dĩ Dưỡng Chi Giả,"['㗂', '知', '所', '以', '養', '之', '者']","['giai', 'tri', 'sở', 'dĩ', 'dưỡng', 'chi', 'giả']"
93,6,全於身,"[(84, 59), (126, 196)]",chí ư thân,Chí Ư Thân,"['全', '於', '身']","['chí', 'ư', 'thân']"
93,7,芇不知所以養之者,"[(44, 62), (78, 406)]",nhi bất tri sở dĩ dưỡng chi giả,Nhi Bất Tri Sở Dĩ Dưỡng Chi Giả,"['芇', '不', '知', '所', '以', '養', '之', '者']","['nhi', 'bất', 'tri', 'sở', 'dĩ', 'dưỡng', 'chi', 'giả']"
95,0,曰爱身不苦桐,"[(352, 57), (402, 340)]",khởi ái thân bất nhược đồng,Khởi Ái Thân Bất Nhược Đồng,"['曰', '爱', '身', '不', '苦', '桐']","['khởi', 'ái', 'thân', 'bất', 'nhược', 'đồng']"
95,1,梓哉,"[(308, 62), (347, 154)]",tử tai,Tử Tai,"['梓', '哉']","['tử', 'tai']"
95,2,𧖱思甚也,"[(265, 60), (306, 236)]",phất tư thậm dã,Phất Tư Thậm Dã,"['𧖱', '思', '甚', '也']","['phất', 'tư', 'thậm', 'dã']"
95,3,孟子曰,"[(220, 64), (261, 190)]",mạnh tử viết,14 Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
95,4,人之於身尼,"[(176, 66), (216, 279)]",nhân chi ư thân dã,Nhân Chi Ư Thân Dã,"['人', '之', '於', '身', '尼']","['nhân', 'chi', 'ư', 'thân', 'dã']"
95,5,羕所愛,"[(132, 61), (170, 201)]",kiêm sở ái,Kiêm Sở Ái,"['羕', '所', '愛']","['kiêm', 'sở', 'ái']"
95,6,羕所愛則羕所養也,"[(84, 61), (125, 412)]",kiêm sở ái tắc kiêm sở dưỡng dã,Kiêm Sở Ái Tắc Kiêm Sở Dưỡng Dã,"['羕', '所', '愛', '則', '羕', '所', '養', '也']","['kiêm', 'sở', 'ái', 'tắc', 'kiêm', 'sở', 'dưỡng', 'dã']"
95,7,無尼寸之虐不愛焉,"[(47, 68), (77, 411)]",vô xích thốn chi phu bất ái yên,Vô Xích Thốn Chi Phu Bất Ái Yên,"['無', '尼', '寸', '之', '虐', '不', '愛', '焉']","['vô', 'xích', 'thốn', 'chi', 'phu', 'bất', 'ái', 'yên']"
97,0,則無尼寸之虐不養也,"[(353, 59), (391, 451)]",tắc vô xích thốn chi phu bất dưỡng dã,Tắc Vô Xích Thốn Chi Phu Bất Dưỡng Dã,"['則', '無', '尼', '寸', '之', '虐', '不', '養', '也']","['tắc', 'vô', 'xích', 'thốn', 'chi', 'phu', 'bất', 'dưỡng', 'dã']"
97,1,所以考其善不善者,"[(314, 63), (344, 404)]",sở dĩ khảo kỳ thiện bất thiện giả,Sở Dĩ Khảo Kỳ Thiện Bất Thiện Giả,"['所', '以', '考', '其', '善', '不', '善', '者']","['sở', 'dĩ', 'khảo', 'kỳ', 'thiện', 'bất', 'thiện', 'giả']"
97,2,宣有他哉,"[(268, 62), (302, 236)]",khởi hữu tha tai,Khởi Hữu Tha Tai,"['宣', '有', '他', '哉']","['khởi', 'hữu', 'tha', 'tai']"
97,3,於己取之而己矣,"[(221, 62), (258, 365)]",ư kỷ thủ chi nhi dĩ hỹ,Ư Kỷ Thủ Chi Nhi Dĩ Hỹ,"['於', '己', '取', '之', '而', '己', '矣']","['ư', 'kỷ', 'thủ', 'chi', 'nhi', 'dĩ', 'hỹ']"
97,4,𬂙有貴賎有小大,"[(173, 55), (217, 410)]",thể hữu quý tiện hữu tiểu đại,Thể Hữu Quý Tiện Hữu Tiểu Đại,"['𬂙', '有', '貴', '賎', '有', '小', '大']","['thể', 'hữu', 'quý', 'tiện', 'hữu', 'tiểu', 'đại']"
97,5,無以小害大,"[(134, 60), (168, 277)]",vô dĩ tiểu hại đại,Vô Dĩ Tiểu Hại Đại,"['無', '以', '小', '害', '大']","['vô', 'dĩ', 'tiểu', 'hại', 'đại']"
97,6,無以賎害貴,"[(89, 60), (122, 276)]",vô dĩ tiện hại quý,Vô Dĩ Tiện Hại Quý,"['無', '以', '賎', '害', '貴']","['vô', 'dĩ', 'tiện', 'hại', 'quý']"
97,7,養其小者爲小人,"[(46, 58), (79, 371)]",dưỡng kỳ tiểu giả vi tiểu nhân,Dưỡng Kỳ Tiểu Giả Vi Tiểu Nhân,"['養', '其', '小', '者', '爲', '小', '人']","['dưỡng', 'kỳ', 'tiểu', 'giả', 'vi', 'tiểu', 'nhân']"
99,0,養其大者爲大人,"[(353, 52), (392, 368)]",dưỡng kỳ đại giả vi đại nhân,Dưỡng Kỳ Đại Giả Vi Đại Nhân,"['養', '其', '大', '者', '爲', '大', '人']","['dưỡng', 'kỳ', 'đại', 'giả', 'vi', 'đại', 'nhân']"
99,1,令有場師,"[(305, 55), (347, 229)]",kim hữu trường sư,Kim Hữu Trường Sư,"['令', '有', '場', '師']","['kim', 'hữu', 'trường', 'sư']"
99,2,舍其梧桃,"[(259, 56), (304, 237)]",xả kỳ ngô giả,Xả Kỳ Ngô Giả,"['舍', '其', '梧', '桃']","['xả', 'kỳ', 'ngô', 'giả']"
99,3,養其扙棘,"[(217, 55), (257, 234)]",dưỡng kỳ nhị cức,Dưỡng Kỳ Nhị Cức,"['養', '其', '扙', '棘']","['dưỡng', 'kỳ', 'nhị', 'cức']"
99,4,則爲賤場師焉,"[(174, 57), (213, 318)]",tắc vi tiện trường sư yên,Tắc Vi Tiện Trường Sư Yên,"['則', '爲', '賤', '場', '師', '焉']","['tắc', 'vi', 'tiện', 'trường', 'sư', 'yên']"
99,5,養其丿指,"[(133, 57), (170, 230)]",dưỡng kỳ nhất chỉ,Dưỡng Kỳ Nhất Chỉ,"['養', '其', '丿', '指']","['dưỡng', 'kỳ', 'nhất', 'chỉ']"
99,6,而失其氣畨,"[(88, 61), (123, 270)]",nhi thất kỳ kiên bối,Nhi Thất Kỳ Kiên Bối,"['而', '失', '其', '氣', '畨']","['nhi', 'thất', 'kỳ', 'kiên', 'bối']"
99,7,而不知也,"[(44, 62), (78, 227)]",nhi bất tri dã,Nhi Bất Tri Dã,"['而', '不', '知', '也']","['nhi', 'bất', 'tri', 'dã']"
101,0,則爲浪疾人也,"[(348, 56), (393, 317)]",tắc vi lang tật nhân dã,Tắc Vi Lang Tật Nhân Dã,"['則', '爲', '浪', '疾', '人', '也']","['tắc', 'vi', 'lang', 'tật', 'nhân', 'dã']"
101,1,欽食之人,"[(301, 51), (349, 244)]",ẩm thực chi nhân,Ẩm Thực Chi Nhân,"['欽', '食', '之', '人']","['ẩm', 'thực', 'chi', 'nhân']"
101,2,則人賎之矣,"[(264, 59), (303, 276)]",tắc nhân tiện chi hỹ,Tắc Nhân Tiện Chi Hỹ,"['則', '人', '賎', '之', '矣']","['tắc', 'nhân', 'tiện', 'chi', 'hỹ']"
101,3,爲其養小以失大也,"[(222, 57), (256, 402)]",vi kỳ dưỡng tiểu dĩ thất đại dã,Vi Kỳ Dưỡng Tiểu Dĩ Thất Đại Dã,"['爲', '其', '養', '小', '以', '失', '大', '也']","['vi', 'kỳ', 'dưỡng', 'tiểu', 'dĩ', 'thất', 'đại', 'dã']"
101,4,欽食之人,"[(174, 56), (215, 238)]",ẩm thực chi nhân,ẩm Thực Chi Nhân,"['欽', '食', '之', '人']","['ẩm', 'thực', 'chi', 'nhân']"
101,5,無有失也,"[(129, 55), (172, 228)]",vô hữu thất dã,Vô Hữu Thất Dã,"['無', '有', '失', '也']","['vô', 'hữu', 'thất', 'dã']"
101,6,則口腹,"[(82, 55), (126, 195)]",tắc khẩu phúc,Tắc Khẩu Phúc,"['則', '口', '腹']","['tắc', 'khẩu', 'phúc']"
101,7,宣適爲尺寸之虐哉,"[(43, 59), (79, 408)]",khởi thích vi xích thốn chi phu tai,Khởi Thích Vi Xích Thốn Chi Phu Tai,"['宣', '適', '爲', '尺', '寸', '之', '虐', '哉']","['khởi', 'thích', 'vi', 'xích', 'thốn', 'chi', 'phu', 'tai']"
103,0,公都子問曰,"[(353, 65), (394, 279)]",công đô tử vấn viết,15 Công Đô Tử Vấn Viết,"['公', '都', '子', '問', '曰']","['công', 'đô', 'tử', 'vấn', 'viết']"
103,1,鈎是人也或爲大人,"[(309, 64), (350, 461)]",quân thị nhân dã hoặc vi đại nhân,Quân Thị Nhân Dã Hoặc Vi Đại Nhân,"['鈎', '是', '人', '也', '或', '爲', '大', '人']","['quân', 'thị', 'nhân', 'dã', 'hoặc', 'vi', 'đại', 'nhân']"
103,2,或爲小何也,"[(266, 62), (305, 371)]",hoặc vi tiểu nhân hà dã,Hoặc Vi Tiểu Nhân Hà Dã,"['或', '爲', '小', '何', '也']","['hoặc', 'vi', 'tiểu', 'nhân', 'hà', 'dã']"
103,3,孟子曰,"[(218, 64), (260, 192)]",mạnh tử viết,Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
103,4,從其大體爲大人,"[(171, 64), (218, 381)]",tòng kỳ đại thể vi đại nhân,Tòng Kỳ Đại Thể Vi Đại Nhân,"['從', '其', '大', '體', '爲', '大', '人']","['tòng', 'kỳ', 'đại', 'thể', 'vi', 'đại', 'nhân']"
103,5,從其小体爲小人,"[(126, 63), (173, 387)]",tòng kỳ tiểu thể vi tiểu nhân,Tòng Kỳ Tiểu Thể Vi Tiểu Nhân,"['從', '其', '小', '体', '爲', '小', '人']","['tòng', 'kỳ', 'tiểu', 'thể', 'vi', 'tiểu', 'nhân']"
103,6,曰鈞是人也,"[(87, 70), (124, 281)]",viết quân thị nhân dã,Viết Quân Thị Nhân Dã,"['曰', '鈞', '是', '人', '也']","['viết', 'quân', 'thị', 'nhân', 'dã']"
103,7,或從其犬體,"[(40, 65), (80, 285)]",hoặc tòng kỳ đại thể,Hoặc Tòng Kỳ Đại Thể,"['或', '從', '其', '犬', '體']","['hoặc', 'tòng', 'kỳ', 'đại', 'thể']"
105,0,或從其小體,"[(351, 52), (395, 279)]",hoặc tòng kỳ tiểu thể,Hoặc Tòng Kỳ Tiểu Thể,"['或', '從', '其', '小', '體']","['hoặc', 'tòng', 'kỳ', 'tiểu', 'thể']"
105,1,何也,"[(311, 57), (348, 137)]",hà dã,Hà Dã,"['何', '也']","['hà', 'dã']"
105,2,曰甘目之官不思,"[(266, 65), (301, 358)]",viết nhĩ mục chi quan bất tư,Viết Nhĩ Mục Chi Quan Bất Tư,"['曰', '甘', '目', '之', '官', '不', '思']","['viết', 'nhĩ', 'mục', 'chi', 'quan', 'bất', 'tư']"
105,3,而󰰿於物,"[(218, 59), (257, 247)]",nhi tế ư vật,Nhi Tế Ư Vật,"['而', '\U000f0c3f', '於', '物']","['nhi', 'tế', 'ư', 'vật']"
105,4,物交物,"[(172, 55), (214, 189)]",vật giao vật,Vật Giao Vật,"['物', '交', '物']","['vật', 'giao', 'vật']"
105,5,則引之而己矣,"[(131, 59), (167, 320)]",tắc dẫn chi nhi dĩ hỹ,Tắc Dẫn Chi Nhi Dĩ Hỹ,"['則', '引', '之', '而', '己', '矣']","['tắc', 'dẫn', 'chi', 'nhi', 'dĩ', 'hỹ']"
105,6,心之官則思,"[(84, 62), (123, 274)]",tâm chi quan tắc tư,Tâm Chi Quan Tắc Tư,"['心', '之', '官', '則', '思']","['tâm', 'chi', 'quan', 'tắc', 'tư']"
105,7,思則得之,"[(38, 57), (82, 230)]",tư tắc đắc chi,Tư Tắc Đắc Chi,"['思', '則', '得', '之']","['tư', 'tắc', 'đắc', 'chi']"
107,0,不思則不得也,"[(354, 64), (390, 323)]",bất tư tắc bất đắc dã,Bất Tư Tắc Bất Đắc Dã,"['不', '思', '則', '不', '得', '也']","['bất', 'tư', 'tắc', 'bất', 'đắc', 'dã']"
107,1,此天之所興我者,"[(312, 64), (345, 362)]",thử thiên chi sở dữ ngã giả,Thử Thiên Chi Sở Dữ Ngã Giả,"['此', '天', '之', '所', '興', '我', '者']","['thử', 'thiên', 'chi', 'sở', 'dữ', 'ngã', 'giả']"
107,2,先立乎其大者,"[(267, 62), (300, 320)]",tiên lập hồ kỳ đại giả,Tiên Lập Hồ Kỳ Đại Giả,"['先', '立', '乎', '其', '大', '者']","['tiên', 'lập', 'hồ', 'kỳ', 'đại', 'giả']"
107,3,則其小者不能奪也,"[(222, 62), (254, 405)]",tắc kỳ tiểu giả bất năng đoạt dã,Tắc Kỳ Tiểu Giả Bất Năng Đoạt Dã,"['則', '其', '小', '者', '不', '能', '奪', '也']","['tắc', 'kỳ', 'tiểu', 'giả', 'bất', 'năng', 'đoạt', 'dã']"
107,4,此爲大人而己矣,"[(180, 64), (210, 365)]",thử vi đại nhân nhi dĩ hỹ,Thử Vi Đại Nhân Nhi Dĩ Hỹ,"['此', '爲', '大', '人', '而', '己', '矣']","['thử', 'vi', 'đại', 'nhân', 'nhi', 'dĩ', 'hỹ']"
107,5,孟子曰,"[(133, 61), (168, 189)]",mạnh tử viết,16 Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
107,6,有夭爵者有人爵者,"[(85, 58), (126, 455)]",hữu thiên tước giả hữu nhân tước giả,Hữu Thiên Tước Giả Hữu Nhân Tước Giả,"['有', '夭', '爵', '者', '有', '人', '爵', '者']","['hữu', 'thiên', 'tước', 'giả', 'hữu', 'nhân', 'tước', 'giả']"
107,7,仁義忠信樂善不僣,"[(41, 60), (78, 455)]",nhân nghĩa trung tín lạc thiện bất quyện,Nhân Nghĩa Trung Tín Lạc Thiện Bất Quyện,"['仁', '義', '忠', '信', '樂', '善', '不', '僣']","['nhân', 'nghĩa', 'trung', 'tín', 'lạc', 'thiện', 'bất', 'quyện']"
109,0,此夭爵也,"[(356, 60), (394, 224)]",thử thiên tước dã,Thử Thiên Tước Dã,"['此', '夭', '爵', '也']","['thử', 'thiên', 'tước', 'dã']"
109,1,公卿六夫,"[(307, 55), (351, 236)]",công khanh đại phu,Công Khanh Đại Phu,"['公', '卿', '六', '夫']","['công', 'khanh', 'đại', 'phu']"
109,2,此人爵也,"[(266, 60), (303, 226)]",thử nhân tước dã,Thử Nhân Tước Dã,"['此', '人', '爵', '也']","['thử', 'nhân', 'tước', 'dã']"
109,3,古之人,"[(218, 54), (262, 193)]",cổ chi nhân,Cổ Chi Nhân,"['古', '之', '人']","['cổ', 'chi', 'nhân']"
109,4,修其夭爵而人爵從之,"[(175, 54), (218, 448)]",tu kỳ thiên tước nhi nhân tước tòng chi,Tu Kỳ Thiên Tước Nhi Nhân Tước Tòng Chi,"['修', '其', '夭', '爵', '而', '人', '爵', '從', '之']","['tu', 'kỳ', 'thiên', 'tước', 'nhi', 'nhân', 'tước', 'tòng', 'chi']"
109,5,今之人,"[(127, 54), (172, 197)]",kim chi nhân,Kim Chi Nhân,"['今', '之', '人']","['kim', 'chi', 'nhân']"
109,6,修其夭爵以要人爵,"[(87, 58), (123, 404)]",tu kỳ thiên tước dĩ yêu nhân tước,Tu Kỳ Thiên Tước Dĩ Yêu Nhân Tước,"['修', '其', '夭', '爵', '以', '要', '人', '爵']","['tu', 'kỳ', 'thiên', 'tước', 'dĩ', 'yêu', 'nhân', 'tước']"
109,7,既得人爵而棄其天爵,"[(45, 62), (78, 448)]",ký đắc nhân tước nhi khí kỳ thiên tước,Ký Đắc Nhân Tước Nhi Khí Kỳ Thiên Tước,"['既', '得', '人', '爵', '而', '棄', '其', '天', '爵']","['ký', 'đắc', 'nhân', 'tước', 'nhi', 'khí', 'kỳ', 'thiên', 'tước']"
111,0,則惑之甚者也,"[(349, 61), (393, 326)]",tắc hoặc chi thậm giả dã,Tắc Hoặc Chi Thậm Giả Dã,"['則', '惑', '之', '甚', '者', '也']","['tắc', 'hoặc', 'chi', 'thậm', 'giả', 'dã']"
111,1,終亦冷亡而己矣,"[(304, 59), (353, 375)]",chung diệc tất vong nhi dĩ hỹ,Chung Diệc Tất Vong Nhi Dĩ Hỹ,"['終', '亦', '冷', '亡', '而', '己', '矣']","['chung', 'diệc', 'tất', 'vong', 'nhi', 'dĩ', 'hỹ']"
111,2,孟子曰,"[(266, 60), (299, 190)]",mạnh tử viết,17 Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
111,3,欲貴者,"[(216, 62), (261, 193)]",dục quý giả,Dục Quý Giả,"['欲', '貴', '者']","['dục', 'quý', 'giả']"
111,4,人之同心也,"[(178, 69), (211, 278)]",nhân chi đồng tâm dã,Nhân Chi Đồng Tâm Dã,"['人', '之', '同', '心', '也']","['nhân', 'chi', 'đồng', 'tâm', 'dã']"
111,5,人人有貴於己者,"[(130, 68), (167, 369)]",nhân nhân hữu quý ư kỷ giả,Nhân Nhân Hữu Quý Ư Kỷ Giả,"['人', '人', '有', '貴', '於', '己', '者']","['nhân', 'nhân', 'hữu', 'quý', 'ư', 'kỷ', 'giả']"
111,6,弗思耳矣,"[(85, 60), (125, 241)]",phất tư nhĩ hỹ,Phất Tư Nhĩ Hỹ,"['弗', '思', '耳', '矣']","['phất', 'tư', 'nhĩ', 'hỹ']"
111,7,人之所貴者,"[(42, 64), (79, 279)]",nhân chi sở quý giả,Nhân Chi Sở Quý Giả,"['人', '之', '所', '貴', '者']","['nhân', 'chi', 'sở', 'quý', 'giả']"
113,0,非良貴也,"[(354, 57), (393, 227)]",phi lương quý dã,Phi Lương Quý Dã,"['非', '良', '貴', '也']","['phi', 'lương', 'quý', 'dã']"
113,1,趙孟之所貴,"[(308, 57), (347, 272)]",triệu mạnh chi sở quý,Triệu Mạnh Chi Sở Quý,"['趙', '孟', '之', '所', '貴']","['triệu', 'mạnh', 'chi', 'sở', 'quý']"
113,2,趙孟能貶之,"[(267, 57), (302, 269)]",triệu mạnh năng tiện chi,Triệu Mạnh Năng Tiện Chi,"['趙', '孟', '能', '貶', '之']","['triệu', 'mạnh', 'năng', 'tiện', 'chi']"
113,3,詩云,"[(216, 52), (257, 137)]",thi vân,Thi Vân,"['詩', '云']","['thi', 'vân']"
113,4,既醉以洒既𫗄双德,"[(175, 58), (216, 455)]",ký túy dĩ tửu ký bão dĩ đức,Ký Túy Dĩ Tửu Ký Bão Dĩ Đức,"['既', '醉', '以', '洒', '既', '𫗄', '双', '德']","['ký', 'túy', 'dĩ', 'tửu', 'ký', 'bão', 'dĩ', 'đức']"
113,5,言𫗄乎人義也,"[(130, 61), (170, 318)]",ngôn bão hồ nhân nghĩa dã,Ngôn Bão Hồ Nhân Nghĩa Dã,"['言', '𫗄', '乎', '人', '義', '也']","['ngôn', 'bão', 'hồ', 'nhân', 'nghĩa', 'dã']"
113,6,所以不慮人之,"[(82, 58), (122, 315)]",sở dĩ bất nguyện nhân chi,Sở Dĩ Bất Nguyện Nhân Chi,"['所', '以', '不', '慮', '人', '之']","['sở', 'dĩ', 'bất', 'nguyện', 'nhân', 'chi']"
113,7,骨梁之味也,"[(43, 55), (79, 275)]",cao lương chi vị dã,Cao Lương Chi Vị Dã,"['骨', '梁', '之', '味', '也']","['cao', 'lương', 'chi', 'vị', 'dã']"
115,0,令聞廣譽施於身,"[(351, 55), (394, 372)]",lệnh văn quảng dự thi ư thân,Lệnh Văn Quảng Dự Thi Ư Thân,"['令', '聞', '廣', '譽', '施', '於', '身']","['lệnh', 'văn', 'quảng', 'dự', 'thi', 'ư', 'thân']"
115,1,所以不慮人之文繡也,"[(310, 56), (348, 454)]",sở dĩ bất nguyện nhân chi văn tú dã,Sở Dĩ Bất Nguyện Nhân Chi Văn Tú Dã,"['所', '以', '不', '慮', '人', '之', '文', '繡', '也']","['sở', 'dĩ', 'bất', 'nguyện', 'nhân', 'chi', 'văn', 'tú', 'dã']"
115,2,孟子曰,"[(268, 57), (301, 185)]",mạnh tử viết,18 Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
115,3,仁之勝不仁也,"[(215, 56), (261, 320)]",nhân chi thắng bất nhân dã,Nhân Chi Thắng Bất Nhân Dã,"['仁', '之', '勝', '不', '仁', '也']","['nhân', 'chi', 'thắng', 'bất', 'nhân', 'dã']"
115,4,猶水之勝夾,"[(172, 59), (215, 285)]",do thủy chi thắng hỏa,Do Thủy Chi Thắng Hỏa,"['猶', '水', '之', '勝', '夾']","['do', 'thủy', 'chi', 'thắng', 'hỏa']"
115,5,今之爲仁者,"[(131, 61), (168, 276)]",kim chi vi nhân giả,Kim Chi Vi Nhân Giả,"['今', '之', '爲', '仁', '者']","['kim', 'chi', 'vi', 'nhân', 'giả']"
115,6,猶以丿麻水,"[(86, 59), (123, 281)]",do dĩ nhất bôi thủy,Do Dĩ Nhất Bôi Thủy,"['猶', '以', '丿', '麻', '水']","['do', 'dĩ', 'nhất', 'bôi', 'thủy']"
115,7,救丿車新之火也,"[(45, 56), (79, 367)]",cứu nhất xa tân chi hỏa dã,Cứu Nhất Xa Tân Chi Hỏa Dã,"['救', '丿', '車', '新', '之', '火', '也']","['cứu', 'nhất', 'xa', 'tân', 'chi', 'hỏa', 'dã']"
117,0,不患,"[(351, 59), (395, 150)]",bất tức,Bất Tức,"['不', '患']","['bất', 'tức']"
117,1,則謂之水不勝火,"[(311, 63), (346, 372)]",tắc vị chi thủy bất thắng hỏa,Tắc Vị Chi Thủy Bất Thắng Hỏa,"['則', '謂', '之', '水', '不', '勝', '火']","['tắc', 'vị', 'chi', 'thủy', 'bất', 'thắng', 'hỏa']"
117,2,此匕興於不仁之甚者也,"[(267, 66), (300, 496)]",thử hựu dữ ư bất nhân chi thậm giả dã,Thử Hựu Dữ Ư Bất Nhân Chi Thậm Giả Dã,"['此', '匕', '興', '於', '不', '仁', '之', '甚', '者', '也']","['thử', 'hựu', 'dữ', 'ư', 'bất', 'nhân', 'chi', 'thậm', 'giả', 'dã']"
